task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,17,7.1448197,314,"[3.3409667015075684, 3.2643373012542725]","[-1.0654094219207764, 1.552101731300354]",2299,"[1.6554368734359741, 2.694171905517578, 10.845674514770508, 3.5903689861297607]","[-2.05507230758667, 2.365159511566162, 0.10863329470157623, 3.6996943950653076]",-8.184235,-7.0145607,intuitive,False,-16.36847,-28.058243,correct,True,-8.262354,-9.947884,correct,True,3.9292703,26637,"[-1.2777063846588135, 2.8916311264038086]","[-0.5330603122711182, 0.6161158084869385]",9047,"[0.8756206631660461, 2.366894483566284, 10.004061698913574, 3.4788599014282227]","[-2.2978694438934326, 2.8795366287231445, 0.2691277861595154, 3.4655869007110596]",-12.018423,-8.02648,intuitive,False,-24.036846,-32.10592,correct,True,-14.262728,-12.1094,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,18,6.986985,483,"[2.82830548286438, 3.5076935291290283]","[-0.947618842124939, 3.2664883136749268]",4233,"[0.8925867676734924, 3.2348132133483887, 10.029911994934082, 4.2506513595581055]","[1.3459755182266235, 2.305093288421631, 6.2289557456970215, 2.711261034011841]",-8.201736,-6.878218,intuitive,False,-16.403473,-27.512873,correct,True,-8.683696,-10.619414,correct,True,4.026946,25974,"[-1.3552098274230957, 2.963327169418335]","[-0.06933284550905228, 2.705916166305542]",13276,"[0.2059500366449356, 3.1723201274871826, 9.248991012573242, 4.0477118492126465]","[0.0296008437871933, 2.8953754901885986, 6.351594924926758, 2.1835761070251465]",-11.714439,-7.8336487,intuitive,False,-23.428879,-31.334595,correct,True,-14.1709175,-12.60976,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,19,6.4276,1154,"[2.2147603034973145, 4.118427753448486]","[2.0191261768341064, 4.244771480560303]",3603,"[1.2264368534088135, 3.481604814529419, 11.137568473815918, 4.6565656661987305]","[0.3972146809101105, 3.8054888248443604, 12.451719284057617, 2.3486597537994385]",-8.473782,-6.6898785,intuitive,False,-16.947563,-26.759514,correct,True,-9.696812,-10.685135,correct,True,3.340972,25073,"[-1.2430747747421265, 3.6039397716522217]","[0.4493912160396576, 3.3320248126983643]",13103,"[0.19436109066009521, 3.731611490249634, 10.631829261779785, 4.286899089813232]","[-2.444336414337158, 1.992247462272644, 11.423416137695312, 3.0842061042785645]",-11.547105,-7.632121,intuitive,False,-23.09421,-30.528484,correct,True,-14.385874,-12.94844,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,20,5.797974,699,"[2.580284595489502, 4.8831467628479]","[15.155941009521484, 3.9286506175994873]",2953,"[1.2074031829833984, 4.208744525909424, 13.546137809753418, 4.786002159118652]","[6.767154693603516, 7.091193199157715, 5.531714916229248, 4.466468334197998]",-7.989515,-6.3089066,intuitive,False,-15.97903,-25.235626,correct,True,-9.463612,-10.836493,correct,True,2.3930984,23265,"[-0.9732266664505005, 4.433946132659912]","[2.0299270153045654, 3.285876750946045]",19613,"[-0.5270243287086487, 4.06296443939209, 13.146232604980469, 4.579380512237549]","[0.32761743664741516, 2.970797061920166, 3.961236000061035, 4.16529655456543]",-11.42535,-7.529012,intuitive,False,-22.8507,-30.116049,correct,True,-15.0142765,-14.56807,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,21,6.303383,4,"[8.888776779174805, 5.932397365570068]","[7.982781887054443, 9.098325729370117]",237,"[4.0154032707214355, 6.881275177001953, 13.843918800354004, 6.291138172149658]","[1.6454955339431763, 3.2515480518341064, 0.15988488495349884, 1.0075632333755493]",-5.051656,-4.699503,intuitive,False,-10.103312,-18.798012,correct,True,-3.1865907,-8.059964,correct,True,2.342212,17479,"[-0.2673167586326599, 5.093594551086426]","[1.6330252885818481, 6.61199426651001]",18428,"[-0.3695833683013916, 4.5117363929748535, 13.170355796813965, 5.959194660186768]","[0.01240901555866003, 1.7775365114212036, -1.622323751449585, 0.1765080988407135]",-11.029079,-7.296621,intuitive,False,-22.058159,-29.186483,correct,True,-14.823676,-14.925946,correct,True,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,22,5.1229563,2,"[10.16309642791748, 7.86625862121582]","[2.9014811515808105, 4.567318916320801]",271,"[4.007830619812012, 7.03331184387207, 13.089438438415527, 6.321568012237549]","[3.2924225330352783, 7.6522626876831055, 11.448622703552246, 6.525544166564941]",-3.7760406,-4.7885065,correct,True,-7.552081,-19.154026,correct,True,-2.435467,-8.590733,correct,True,1.7577032,10301,"[0.24749252200126648, 6.707443714141846]","[-2.4919331073760986, 2.7629001140594482]",15358,"[-0.3188803493976593, 4.537161350250244, 11.837286949157715, 5.815160751342773]","[1.004523754119873, 6.881148815155029, 10.69510555267334, 5.842957496643066]",-10.341449,-7.6421156,intuitive,False,-20.682898,-30.568462,correct,True,-14.351423,-14.917797,correct,True,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,23,4.677241,3,"[10.101747512817383, 8.48758602142334]","[6.138753890991211, 5.623401165008545]",186,"[4.552384376525879, 8.46139144897461, 15.209656715393066, 7.630392074584961]","[2.7018091678619385, 6.043282508850098, 11.743038177490234, 1.693210482597351]",-3.6042237,-4.138135,correct,True,-7.2084475,-16.55254,correct,True,-2.7012455,-8.250608,correct,True,1.6417124,17191,"[-0.3490409851074219, 6.852090358734131]","[0.7852917313575745, 3.3487017154693604]",14584,"[-0.05979086086153984, 6.275051116943359, 13.970526695251465, 6.890008926391602]","[2.1410210132598877, 2.456835985183716, 5.864071846008301, 2.736335515975952]",-10.9679985,-6.9938736,intuitive,False,-21.935997,-27.975494,correct,True,-15.122991,-14.833735,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,24,3.8254857,3,"[10.789320945739746, 9.37790584564209]","[0.38581088185310364, 7.517892360687256]",156,"[4.84337043762207, 9.408417701721191, 17.290571212768555, 7.733640670776367]","[1.6421343088150024, 5.535048484802246, 7.981700897216797, 7.923860549926758]",-2.9983654,-3.9256954,correct,True,-5.996731,-15.702782,correct,True,-2.3946872,-8.340638,correct,True,1.5138847,14373,"[-0.13898958265781403, 7.2915143966674805]","[-1.683058738708496, 3.7066855430603027]",9413,"[0.43912720680236816, 6.32266902923584, 14.726781845092773, 7.227495193481445]","[-0.21401017904281616, 1.3112688064575195, 5.671671390533447, 6.523563861846924]",-11.063729,-7.1153307,intuitive,False,-22.127459,-28.461323,correct,True,-15.239505,-14.661389,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,25,3.7288356,4,"[10.29871940612793, 10.563214302062988]","[9.018451690673828, 5.451426982879639]",145,"[4.922082424163818, 10.141031265258789, 18.202848434448242, 9.234477996826172]","[4.429378509521484, 7.540258884429932, 11.425435066223145, 5.097273349761963]",-2.636915,-3.3238962,correct,True,-5.27383,-13.295585,correct,True,-2.8532062,-8.229843,correct,True,1.1159842,16856,"[-0.4696686565876007, 7.744375228881836]","[0.33010223507881165, 3.2450528144836426]",9573,"[0.3701432943344116, 6.235048770904541, 15.404037475585938, 8.342704772949219]","[0.14458733797073364, 3.61196231842041, 8.159132957458496, 3.959568738937378]",-11.481086,-6.886401,intuitive,False,-22.962172,-27.545605,correct,True,-16.132479,-15.2926655,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,26,3.8324113,1,"[11.793916702270508, 11.125983238220215]","[3.4962799549102783, 6.2868218421936035]",79,"[5.6696553230285645, 11.267754554748535, 20.0021915435791, 9.908082008361816]","[4.991910934448242, 6.340445041656494, 6.74176025390625, 4.018455505371094]",-1.6106246,-2.887908,correct,True,-3.221249,-11.551632,correct,True,-1.20901,-7.3332715,correct,True,0.31640756,15320,"[-0.3590404987335205, 8.111113548278809]","[1.5926247835159302, 1.6362812519073486]",8996,"[0.37347137928009033, 6.716120719909668, 16.61533546447754, 8.745477676391602]","[-0.725191593170166, 3.306952714920044, 0.27025657892227173, 4.068432807922363]",-11.620295,-6.5054264,intuitive,False,-23.24059,-26.021706,correct,True,-16.762451,-16.029936,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,27,3.6210124,1,"[12.017684936523438, 12.082086563110352]","[9.664238929748535, 4.19299840927124]",48,"[6.416860580444336, 12.111262321472168, 20.70846176147461, 10.507753372192383]","[11.331018447875977, 7.4901204109191895, 9.230340957641602, 6.532905578613281]",-1.1501561,-2.3990614,correct,True,-2.3003123,-9.596246,correct,True,-1.2763336,-6.877158,correct,True,0.3162811,12718,"[-0.08900205790996552, 8.122634887695312]","[-2.036086082458496, 2.6654014587402344]",9997,"[0.24162501096725464, 7.0613884925842285, 15.977741241455078, 9.372328758239746]","[1.137565016746521, 2.9913687705993652, 7.4759721755981445, 4.864778518676758]",-11.48216,-6.333459,intuitive,False,-22.96432,-25.333836,correct,True,-16.826342,-16.49571,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,28,2.492813,1,"[13.229703903198242, 12.379500389099121]","[5.0735931396484375, 4.942647933959961]",13,"[8.429412841796875, 13.1432523727417, 22.09617042541504, 11.598869323730469]","[1.6369671821594238, 6.142009735107422, 2.10247540473938, 4.757241249084473]",-0.8261771,-1.8185062,correct,True,-1.6523542,-7.274025,correct,True,-0.84124905,-5.64154,correct,True,0.33577493,15208,"[-0.43007662892341614, 8.361367225646973]","[3.1818900108337402, 3.8631582260131836]",7914,"[0.42190685868263245, 7.317009449005127, 17.105192184448242, 9.938392639160156]","[0.03159832954406738, 0.6913701891899109, 4.1332621574401855, 5.313204288482666]",-11.41982,-5.9930587,intuitive,False,-22.83964,-23.972235,correct,True,-16.92476,-16.072779,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,29,2.2299163,1,"[13.616618156433105, 12.848565101623535]","[0.898155927658081, 6.920587062835693]",14,"[8.3710298538208, 13.923797607421875, 21.93120002746582, 12.241621017456055]","[2.082406997680664, 5.400368690490723, 9.736845016479492, 5.863170623779297]",-0.59616745,-1.6991464,correct,True,-1.1923349,-6.7965856,correct,True,-0.58290106,-5.8284893,correct,True,0.3315928,10727,"[0.07848571240901947, 8.883941650390625]","[-0.3928340673446655, 5.184810161590576]",8168,"[0.4097670912742615, 7.118910789489746, 17.43425178527832, 10.787364959716797]","[2.1948113441467285, 0.8114540576934814, 5.1444315910339355, 5.277729511260986]",-11.022161,-5.8675404,intuitive,False,-22.044321,-23.470161,correct,True,-16.313911,-15.982631,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,30,2.5617275,1,"[13.153621673583984, 13.822211265563965]","[0.5382854342460632, 7.556482315063477]",14,"[8.37717342376709, 14.557358741760254, 23.299985885620117, 13.142403602600098]","[3.1084156036376953, 8.368551254272461, 2.305748701095581, 3.190601110458374]",-0.49048388,-1.5358272,correct,True,-0.98096776,-6.1433086,correct,True,-0.74896926,-5.5254173,correct,True,0.51672274,10126,"[0.01983141154050827, 9.658929824829102]","[-0.25758618116378784, 3.797051429748535]",5423,"[0.7059091925621033, 6.975188732147217, 18.06614875793457, 11.511439323425293]","[1.237705945968628, 2.442206382751465, -0.018406696617603302, 4.321547031402588]",-10.035772,-5.4882436,intuitive,False,-20.071545,-21.952974,correct,True,-15.674072,-14.987995,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,31,2.810902,1,"[12.835297584533691, 14.690567016601562]","[9.882486343383789, 6.977811813354492]",11,"[8.6326904296875, 15.736087799072266, 23.20301628112793, 13.475386619567871]","[3.299290657043457, 4.793392181396484, -0.08903051167726517, 3.1578779220581055]",-0.4294055,-1.3552492,correct,True,-0.858811,-5.4209967,correct,True,-0.7086955,-4.9113026,correct,True,0.53271955,9986,"[-0.017964400351047516, 10.024018287658691]","[-1.190364122390747, 3.26187801361084]",4304,"[0.8667082786560059, 7.209214687347412, 17.576068878173828, 11.978011131286621]","[1.9744212627410889, 1.7978099584579468, 1.7587116956710815, 4.189830303192139]",-9.848611,-5.308383,intuitive,False,-19.697222,-21.233532,correct,True,-15.60212,-14.717444,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,32,1.552596,1,"[13.954018592834473, 15.528786659240723]","[4.543448448181152, -7.3351640701293945]",10,"[8.785446166992188, 16.199811935424805, 22.66950035095215, 13.721366882324219]","[-0.5526390671730042, 5.799008369445801, 11.01203727722168, 19.58689308166504]",-0.17468417,-1.4572201,correct,True,-0.34936833,-5.8288803,correct,True,-0.2801541,-5.4487267,correct,True,0.50871783,10380,"[-0.18168693780899048, 10.356046676635742]","[2.2979843616485596, -0.8669450283050537]",3011,"[1.1166064739227295, 7.307141304016113, 17.5231876373291, 12.379363059997559]","[1.3020775318145752, 2.685764789581299, 7.283480644226074, 17.001850128173828]",-9.928545,-5.165722,intuitive,False,-19.85709,-20.662888,correct,True,-15.916983,-14.618691,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,33,1.3364624,1,"[14.076842308044434, 12.823622703552246]","[14.325926780700684, 15.197972297668457]",12,"[8.197426795959473, 16.779565811157227, 24.2782039642334, 17.928987503051758]","[4.344697952270508, 11.204825401306152, 6.802123069763184, 10.275853157043457]",-0.30881515,-1.5495235,correct,True,-0.6176303,-6.198094,correct,True,-0.21242894,-6.0918446,correct,True,0.8971205,5756,"[0.22658704221248627, 9.62658977508545]","[-1.8685028553009033, 4.460827827453613]",2004,"[1.3029019832611084, 7.54435920715332, 18.352182388305664, 15.430293083190918]","[2.800208806991577, 4.212207317352295, 3.320098400115967, 7.501858711242676]",-9.6109915,-4.7942924,intuitive,False,-19.221983,-19.17717,intuitive,False,-14.763191,-13.686879,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,34,0.29092136,1,"[15.867562294006348, 15.237494468688965]","[-7.2301459312438965, 6.723888874053955]",7,"[8.545981407165527, 18.492849349975586, 24.820680618286133, 19.610124588012695]","[8.476737976074219, 9.645987510681152, 4.280704021453857, 0.7695505023002625]",-0.046770867,-1.8496993,correct,True,-0.093541734,-7.398797,correct,True,-0.032866735,-7.354448,correct,True,0.85992396,6484,"[-0.03735858574509621, 10.156575202941895]","[0.16661213338375092, 2.6103765964508057]",1268,"[1.6556578874588013, 8.081815719604492, 18.413969039916992, 16.37509536743164]","[-0.9384229779243469, 0.7630650997161865, 4.696284294128418, 1.8135870695114136]",-9.835512,-4.61336,intuitive,False,-19.671024,-18.45344,intuitive,False,-15.080217,-13.38721,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,35,1.1662829,1,"[14.390308380126953, 16.106090545654297]","[4.594281196594238, 8.989180564880371]",7,"[9.619499206542969, 19.91779136657715, 25.02294158935547, 19.313264846801758]","[8.1495943069458, 17.595571517944336, 4.28840446472168, 3.1220672130584717]",-0.11118533,-1.2466903,correct,True,-0.22237065,-4.986761,correct,True,-0.19194874,-4.962758,correct,True,0.79906625,6128,"[-0.013841693289577961, 10.332956314086914]","[2.181833505630493, 3.8578758239746094]",1564,"[1.492867112159729, 7.965836048126221, 18.752792358398438, 16.382986068725586]","[2.1380889415740967, 3.0494494438171387, 3.114534616470337, 8.567305564880371]",-9.975468,-4.816126,intuitive,False,-19.950935,-19.264503,intuitive,False,-15.19499,-13.688274,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,36,1.6146764,1,"[14.344715118408203, 17.479774475097656]","[3.588689088821411, 9.812860488891602]",6,"[10.576065063476562, 23.131269454956055, 24.950584411621094, 19.488910675048828]","[6.176180362701416, 6.177423477172852, -2.487097978591919, 1.0245786905288696]",-0.1723499,-1.0276737,correct,True,-0.3446998,-4.110695,correct,True,-0.33264723,-4.1012974,correct,True,1.3316365,4275,"[0.3224487006664276, 10.723992347717285]","[0.17064133286476135, 5.742292881011963]",1186,"[1.7673672437667847, 8.278287887573242, 18.77000617980957, 17.837621688842773]","[4.9693217277526855, 3.301454782485962, -0.16188135743141174, 1.7832871675491333]",-9.143889,-4.5314426,intuitive,False,-18.287779,-18.12577,intuitive,False,-14.163748,-12.718827,intuitive,False,The capital
